uni_code,course_name,university,stream,district,z-score,year
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,2.058,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,2.0357,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,2.1302,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,2.0457,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,2.067,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,2.0744,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,2.0431,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,2.0379,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,2.0407,2020
001K,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,2.0393,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.9173,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.8842,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,2.013,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,2.0427,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.8262,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.7345,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.687,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.7857,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.8267,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.9727,2020
001L,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.9595,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.9238,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.9473,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.9852,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.8684,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVUNIYA,1.7894,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.9267,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,2.0436,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.7481,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.843,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.9109,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.6753,2020
001M,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,2.1362,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,2.0326,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.913,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,2.0355,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.8557,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.9612,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.4729,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,2.0186,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,2.0314,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.8047,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.9479,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.5918,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.8964,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,1.1326,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.7721,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.7716,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.7515,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.7298,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.7951,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.9979,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.6278,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.7827,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.773,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.6367,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,2.0342,2020
002B,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.9308,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.8619,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.89,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.9417,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.8452,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.9482,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.437,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.959,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.9219,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7601,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.9343,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.4078,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.6798,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,0.9074,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.6451,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6728,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.6679,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.6903,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.6815,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.9475,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.5338,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.5868,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.7594,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.4732,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.9538,2020
002C,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.8881,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,COLOMBO,1.9949,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GAMPAHA,1.9077,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KALUTARA,1.9906,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATALE,1.692,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KANDY,1.9561,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.4608,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GALLE,1.9446,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATARA,1.9782,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,HAMBANTOTA,1.756,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,JAFFNA,1.9358,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KILINOCHCHI,1.1372,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MANNAR,1.7886,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MULLAITIVU,0.5986,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,VAVUNIYA,1.5638,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,TRINCOMALEE,1.7248,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BATTICALOA,1.6271,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,AMPARA,1.5856,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,PUTTALAM,1.7424,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KURUNEGALA,1.9997,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,ANURADHAPURA,1.5341,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,POLONNARUWA,1.4669,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BADULLA,1.7327,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MONARAGALA,1.3232,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KEGALLE,2.0005,2020
003B,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,RATNAPURA,1.9281,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.5348,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.688,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.581,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.2934,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.7639,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.3991,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.7428,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.7588,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.6244,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.6369,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.0568,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.3195,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,0.3502,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.4562,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.1063,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.5406,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.3826,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.5286,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.64,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.5189,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.1585,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.6449,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.1822,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.6812,2020
058A,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.7632,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,COLOMBO,0.9845,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GAMPAHA,0.8692,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KALUTARA,1.063,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MATALE,1.0423,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KANDY,1.4291,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,NUWARA ELIYA,0.8936,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GALLE,1.1144,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,JAFFNA,0.9846,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KILINOCHCHI,0.6444,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MANNAR,1.0231,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MULLAITIVU,0.2643,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,VAVUNIYA,0.5594,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,TRINCOMALEE,0.7839,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BATTICALOA,0.8961,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,AMPARA,0.8817,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,PUTTALAM,0.8191,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0562,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.6214,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,POLONNARUWA,0.6443,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BADULLA,0.9115,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MONARAGALA,1.0619,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KEGALLE,1.113,2020
039B,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,RATNAPURA,0.9494,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,COLOMBO,1.0438,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GAMPAHA,0.7995,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MATALE,0.8997,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KANDY,1.153,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,NUWARA ELIYA,0.9256,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GALLE,1.0143,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,HAMBANTOTA,1.0648,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,JAFFNA,0.9781,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MULLAITIVU,0.3086,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,TRINCOMALEE,1.0456,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,BATTICALOA,0.9385,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,AMPARA,0.9147,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,PUTTALAM,0.7748,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KURUNEGALA,1.0611,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,ANURADHAPURA,0.6238,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,POLONNARUWA,0.5638,2020
004E,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,RATNAPURA,0.8146,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,0.9613,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,0.9507,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,0.9825,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.0682,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.0569,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.0068,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,0.9876,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,0.966,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,0.996,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.1973,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,0.9318,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,0.9814,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0683,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.9416,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.0051,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.0826,2020
004H,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,0.9773,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.1013,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.1023,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.0828,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.1451,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.0818,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.0864,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.1005,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.1387,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.1267,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.0838,2020
004K,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.0929,2020
004L,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.0427,2020
