uni_code,course_name,university,stream,district,z-score,year
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATALE,1.7778,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KANDY,1.7647,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.6049,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GALLE,1.8005,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATARA,1.8308,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7398,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,JAFFNA,1.8108,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KILINOCHCHI,1.3783,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MANNAR,1.532,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MULLAITIVU,1.5548,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,VAVUNIYA,1.8317,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6523,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BATTICALOA,1.6516,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,AMPARA,1.6045,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,PUTTALAM,1.6824,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KURUNEGALA,1.789,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,ANURADHAPURA,1.646,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,POLONNARUWA,1.4181,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BADULLA,1.7292,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MONARAGALA,1.4909,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KEGALLE,1.718,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,RATNAPURA,1.7737,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.5289,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.5087,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.5231,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.5788,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.5649,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.512,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.5485,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.5876,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.5876,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.5687,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.1047,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.383,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,1.392,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.155,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.4511,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.3542,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.443,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.5386,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.5781,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.5116,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.3414,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.5545,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.4608,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.5518,2019
003B,AGRICULTURAL TECHNOLOGY & MANAGEMENT,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.5559,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,COLOMBO,1.0849,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GAMPAHA,1.0606,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MATALE,1.0761,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KANDY,1.1332,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,NUWARA ELIYA,0.9197,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GALLE,1.5296,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.0741,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,JAFFNA,0.988,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.0615,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MANNAR,1.0282,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MULLAITIVU,0.9017,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,VAVUNIYA,0.8924,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,TRINCOMALEE,0.8502,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BATTICALOA,1.0247,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,AMPARA,1.2018,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,PUTTALAM,1.0181,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KURUNEGALA,1.1182,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.843,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,POLONNARUWA,0.783,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BADULLA,1.0716,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KEGALLE,1.113,2019
058A,AGRICULTURE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,RATNAPURA,1.1798,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,COLOMBO,1.0844,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GAMPAHA,1.0181,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KALUTARA,1.1013,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KANDY,1.1211,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,NUWARA ELIYA,0.9383,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GALLE,1.1065,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MATARA,1.0741,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,HAMBANTOTA,1.2976,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,JAFFNA,1.0649,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MANNAR,0.9622,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,TRINCOMALEE,0.9237,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,BATTICALOA,1.0487,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,AMPARA,0.9873,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,PUTTALAM,1.1045,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KURUNEGALA,1.1099,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,ANURADHAPURA,0.8686,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,POLONNARUWA,0.8702,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,BADULLA,1.1548,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MONARAGALA,0.9583,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KEGALLE,1.1625,2019
039B,AGRICULTURE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,RATNAPURA,1.04,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.088,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.0123,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.095,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.0741,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.1251,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,0.9716,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.1119,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.0876,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.031,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.0172,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINCOMALEE,0.9743,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.0539,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,0.9934,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.0251,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0941,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.9732,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,0.9912,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,0.9716,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.1094,2019
004E,AGRICULTURE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.0224,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.1431,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.151,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.144,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.1429,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.1429,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.149,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.1787,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,1.1807,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.1555,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.1649,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.1755,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.1434,2019
004H,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.1467,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.0901,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.0854,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.0966,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.1162,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.1181,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.1296,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.0977,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.0898,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.097,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,1.1195,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.0939,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.0838,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0964,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.1314,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.0862,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.1177,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.102,2019
004K,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.089,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.4513,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.4871,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.5197,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.5523,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.4655,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.3765,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.5363,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.5449,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.5449,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,1.5332,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KILINOCHCHI,0.9675,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MANNAR,1.2573,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MULLAITIVU,1.0352,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVUNIYA,1.4356,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.468,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.4721,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.4873,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.4361,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.4795,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.3644,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.2886,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.4767,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.3061,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.5253,2019
004L,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.533,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.7009,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.7063,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.7063,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.7153,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.7189,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.7488,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.7099,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7283,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.7922,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.7031,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.7182,2019
004M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.7023,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,COLOMBO,1.682,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GAMPAHA,1.6809,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KALUTARA,1.68,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KANDY,1.731,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GALLE,1.6842,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATARA,1.7355,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.6766,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,JAFFNA,1.6771,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KURUNEGALA,1.6757,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KEGALLE,1.729,2019
005M,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,RATNAPURA,1.6807,2019
035B,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.6112,2019
035B,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.5512,2019
035B,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.5336,2019
